movie_id,count,average
389,201,3.4676616915422884
390,814,3.3464373464373462
395,13,2.923076923076923
398,51,3.3529411764705883
400,28,2.4285714285714284
402,60,2.8333333333333335
404,81,3.271604938271605
406,66,3.0303030303030303
407,1800,3.07
408,652,3.1671779141104293
411,113,2.734513274336283
413,6105,2.7007371007371006
414,865,2.5502890173410404
416,1774,2.661781285231116
421,1748,3.272311212814645
426,3314,3.0787567893783945
431,8946,3.600380058126537
432,12819,2.6665886574615802
437,1835,2.590735694822888
438,1054,2.6650853889943074
441,8035,3.570130678282514
442,18307,2.9494182553121755
446,3752,3.848081023454158
447,223,2.4573991031390134
455,8453,2.517331125044363
461,904,3.3174778761061945
462,203,2.586206896551724
468,7347,3.2601061657819517
470,463,2.0950323974082075
475,9083,3.8456457117692393
476,229,2.986899563318777
477,4534,3.516982796647552
483,587,3.72572402044293
484,704,2.7542613636363638
489,3032,2.7272427440633247
491,5457,3.3624702217335534
495,653,3.3721286370597245
496,413,3.2663438256658597
499,404,2.73019801980198
501,1897,3.782287822878229
507,3233,3.435199505103619
510,879,2.708759954493743
512,1239,2.870863599677159
526,130,3.1538461538461537
530,32,3.03125
534,4869,3.8591086465393305
538,5101,3.662223093511076
539,28805,3.437667071688943
541,30526,4.026895105811439
543,12348,3.131762228701004
544,2168,2.888837638376384
546,5554,1.965790421317969
547,807,2.7670384138785624
549,1450,3.8475862068965516
553,15157,3.6286204394009367
554,516,3.054263565891473
556,1219,3.9097621000820344
559,47,2.872340425531915
564,328,2.2957317073170733
569,1673,2.9013747758517634
572,35,2.657142857142857
573,205,3.375609756097561
579,38,2.8947368421052633
584,27,3.0
585,9713,2.569545969319469
586,28348,2.979504726964865
587,29488,3.3667932718393923
589,52244,3.8424699487022433
591,30,2.0
597,33900,3.3271386430678467
599,3174,3.922810333963453
601,113,3.3716814159292037
602,340,3.9705882352941178
603,601,2.9267886855241265
604,6,1.8333333333333333
605,3396,3.232037691401649
606,1514,2.532364597093791
609,2430,2.9555555555555557
619,714,2.519607843137255
620,35,3.342857142857143
623,35,3.057142857142857
626,631,2.8541996830427894
629,24,3.0416666666666665
630,223,3.318385650224215
633,336,3.357142857142857
637,5791,2.783111725090658
639,1147,2.891020052310375
641,80,2.375
642,11,1.9090909090909092
645,302,3.589403973509934
654,17,2.7058823529411766
655,18,2.1666666666666665
660,120,3.0
663,3327,3.311391644123835
665,1148,3.847560975609756
666,164,3.3780487804878048
668,761,4.057818659658344
673,9917,2.5991731370374107
676,28,2.5
678,2677,4.001120657452372
682,64,3.125
690,82,3.2560975609756095
694,2759,2.972816237767307
695,848,3.1580188679245285
696,117,3.1196581196581197
703,357,2.84593837535014
705,430,3.4395348837209303
708,15263,3.34318286051235
710,1249,2.7045636509207367
711,2120,2.594811320754717
713,135,3.4518518518518517
716,301,2.903654485049834
720,8171,4.014930853016766
722,353,3.592067988668555
723,33,3.0303030303030303
724,8538,2.977160927617709
728,3545,3.7847672778561354
729,103,3.3592233009708736
730,70,3.057142857142857
732,234,2.7948717948717947
733,31353,3.588332854910216
737,4519,2.055100685992476
738,24,3.0833333333333335
739,12,2.0
744,37,2.945945945945946
745,12073,4.061293796073884
746,312,3.7051282051282053
747,1084,2.2878228782287824
748,5279,3.128243985603334
749,42,2.6904761904761907
752,41,2.8048780487804876
756,113,3.15929203539823
757,216,3.5046296296296298
763,55,2.981818181818182
770,27,2.5185185185185186
772,34,2.8823529411764706
773,36,3.1666666666666665
774,35,2.6285714285714286
775,138,2.8260869565217392
782,2748,2.809315866084425
783,10389,3.1574742516122822
787,89,3.752808988764045
790,105,3.4952380952380953
793,118,3.2203389830508473
795,106,3.19811320754717
797,114,3.3508771929824563
803,587,3.5349233390119252
804,2236,3.0420393559928445
809,1387,2.8471521268925737
813,453,2.719646799116998
815,28,2.0
825,21,2.5238095238095237
827,160,3.125
828,1498,3.1348464619492655
832,14347,3.362723914407193
837,5294,3.3332074046089915
839,3984,2.6546184738955825
845,72,3.375
847,114,2.8421052631578947
849,8026,2.6389234986294543
853,112,3.2767857142857144
866,6230,3.665489566613162
867,335,2.271641791044776
868,87,3.103448275862069
869,568,3.068661971830986
870,465,2.1655913978494623
871,60,3.216666666666667
872,61,3.3278688524590163
873,41,2.926829268292683
875,524,3.354961832061069
876,300,2.6
877,167,3.1736526946107784
880,5420,2.408118081180812
885,633,2.617693522906793
886,1658,3.0150784077201447
891,1988,2.534708249496982
892,1370,3.683941605839416
897,885,3.6203389830508477
898,6583,4.09175148108765
901,1546,3.5666235446313066
911,4062,3.9687346134908914
912,24349,4.162347529672677
913,12144,4.096096837944664
917,1118,3.5313059033989265
921,2442,3.749385749385749
923,17774,4.0310565995274
929,942,3.7728237791932058
930,4932,4.110908353609084
931,2268,3.8399470899470898
934,3970,3.3644836272040304
935,628,3.6974522292993632
942,2641,4.043544112078758
947,1739,3.9976998274870614
948,1683,3.673202614379085
949,2157,3.8618451553082984
951,3902,4.071758072783188
952,2482,3.4242546333601935
955,4427,3.9801219787666593
962,105,3.361904761904762
966,124,3.435483870967742
968,8029,3.5374268277494085
971,2874,3.875782881002088
981,211,2.6018957345971563
983,20,2.55
987,281,3.185053380782918
996,3276,2.921245421245421
999,3142,3.250159134309357
1001,35,2.6857142857142855
1002,145,3.5172413793103448
1004,1569,2.6379859783301467
1006,1512,3.2096560846560847
1008,788,3.284263959390863
1009,2604,3.0806451612903225
1011,1543,2.694750486066105
1020,6597,3.1197514021524935
1023,3234,3.6948051948051948
1024,1085,3.133640552995392
1027,7695,3.145159194282001
1030,3234,3.017316017316017
1031,4227,3.2410693162999764
1032,7842,3.520402958428972
1033,3982,3.3297338021094927
1035,14049,3.701046337817638
1037,7006,2.6500142734798744
1039,57,2.9649122807017543
1042,8327,3.3564308874744806
1045,46,3.130434782608696
1046,1287,3.919191919191919
1049,5039,3.3399484024608057
1053,212,2.9952830188679247
1057,3308,3.379383313180169
1060,9846,3.759496242128783
1061,8740,3.5369565217391306
1064,2954,2.9698713608666214
1065,16,2.9375
1067,142,3.408450704225352
1069,764,3.8821989528795813
1071,57,3.263157894736842
1073,28335,3.614187400741133
1076,428,3.703271028037383
1079,19674,3.7465182474331606
1086,5581,3.953055008063071
1088,11013,3.0923454099700356
1093,7681,3.2485353469600313
1094,12348,3.578231292517007
1095,6090,3.772249589490969
1096,3681,3.858190709046455
1097,32685,3.650849013308857
1099,2164,3.7888170055452863
1101,20338,3.28218113875504
1102,80,2.5625
1103,5951,3.7136615694841204
1107,83,2.289156626506024
1109,13,2.923076923076923
1112,386,3.378238341968912
1113,1046,3.164435946462715
1115,39,2.948717948717949
1122,17,2.9411764705882355
1125,5267,3.549648756407822
1127,17508,3.5635138222526845
1129,8891,3.2844449443257226
1131,3247,4.0640591315060055
1135,3969,3.035525321239607
1137,68,3.2058823529411766
1138,52,3.3846153846153846
1144,164,3.682926829268293
1145,57,3.456140350877193
1146,38,3.0789473684210527
1150,1661,3.854906682721252
1154,106,3.358490566037736
1156,42,3.142857142857143
1160,43,3.0930232558139537
1163,246,3.3495934959349594
1169,312,3.7756410256410255
1171,3326,3.666265784726398
1173,2948,3.3426051560379917
1174,99,3.101010101010101
1177,1857,3.823371028540657
1185,5642,3.812477844735909
1188,7657,3.754864829567716
1193,29932,4.131431244153414
1197,32586,4.074848094273614
1200,27206,3.8950966698522387
1211,3654,3.9482758620689653
1212,6565,4.144249809596344
1216,1738,3.7364787111622553
1218,2839,3.9626629094751675
1220,19824,3.696327683615819
1231,7902,3.8652239939255884
1232,1663,3.889957907396272
1238,3194,3.9207889793362556
1241,2576,3.582686335403727
1243,4178,3.8496888463379606
1246,20538,3.759713701431493
1247,17039,3.976407066142379
1251,3096,3.9628552971576227
1252,15310,4.099804049640758
1257,5406,3.7354790972992973
1267,8988,4.036381842456609
1269,6894,3.9680881926312734
1271,8868,3.6324988723500224
1273,2645,3.932703213610586
1276,11353,4.013036201884964
1277,4099,3.739692607953159
1279,2377,3.7421119057635677
1281,3811,3.9464707425872474
1282,12139,3.6323420380591482
1286,2165,3.5173210161662816
1293,10028,3.892800159553251
1301,3834,3.7882107459572247
1308,24,2.9583333333333335
1315,65,3.3384615384615386
1320,13401,2.9714200432803524
1324,232,1.6939655172413792
1325,272,1.6139705882352942
1326,581,1.8932874354561102
1330,921,2.754614549402823
1331,397,2.858942065491184
1334,2769,3.060310581437342
1337,670,3.4223880597014924
1343,9141,3.444809101848813
1346,1708,2.960772833723653
1350,5420,3.4477859778597786
1351,396,2.9873737373737375
1354,3793,3.7616662272607435
1355,785,3.026751592356688
1363,1680,3.057142857142857
1369,95,3.3157894736842106
1370,15579,3.3022658707234096
1372,10862,3.2073283004971462
1378,6755,3.1869726128793485
1382,998,2.6833667334669338
1383,142,2.2464788732394365
1388,4501,2.489224616751833
1395,2269,3.3389158219479946
1396,12385,3.54146144529673
1401,1483,3.501685772083614
1404,645,3.2077519379844963
1409,5998,2.970656885628543
1415,271,3.5424354243542435
1417,753,3.038512616201859
1420,81,3.617283950617284
1423,186,3.763440860215054
1424,25,2.8
1425,2125,3.1538823529411766
1428,324,3.4135802469135803
1429,3431,3.23433401340717
1440,727,2.7248968363136177
1444,135,3.3851851851851853
1446,2237,3.9485918641037103
1447,599,3.2020033388981637
1449,5957,3.8329696155783113
1455,176,3.0511363636363638
1459,3555,3.2767932489451477
1460,786,2.535623409669211
1462,20,2.4
1465,999,3.4824824824824825
1466,10585,3.6878601794992916
1468,1146,2.5287958115183247
1472,400,3.01
1473,231,2.9047619047619047
1475,779,3.017971758664955
1476,5779,3.284651323758436
1482,511,3.3659491193737767
1484,1034,3.642166344294004
1486,87,3.3448275862068964
1487,1608,3.012437810945274
1488,3452,2.976825028968714
1495,715,1.239160839160839
1496,346,3.167630057803468
1499,5781,1.938072997751254
1501,191,2.4764397905759163
1502,246,3.247967479674797
1503,1287,2.52991452991453
1507,372,3.3548387096774195
1510,23,2.6956521739130435
1511,153,3.3986928104575163
1514,132,2.9166666666666665
1522,36,2.5277777777777777
1524,20,2.35
1525,335,2.388059701492537
1531,72,3.2916666666666665
1533,311,3.67524115755627
1534,86,3.4302325581395348
1538,122,2.3524590163934427
1547,259,3.16988416988417
1550,686,2.7113702623906706
1552,14110,3.0487597448618002
1556,5326,1.7701840030041307
1562,9144,2.036417322834646
1566,5024,3.2161624203821657
1567,78,2.8846153846153846
1569,9955,3.167955801104972
1579,33,2.909090909090909
1583,244,2.622950819672131
1586,6692,2.8085774058577404
1591,5255,2.5092293054234065
1592,1375,2.215272727272727
1594,2552,3.6253918495297808
1595,941,1.5749202975557917
1605,893,2.541993281075028
1606,855,2.256140350877193
1614,4529,3.084786928681828
1621,656,3.1951219512195124
1627,2562,3.055815768930523
1628,39,2.5128205128205128
1633,2400,3.6341666666666668
1639,13933,3.5225005382903896
1647,677,2.692762186115214
1649,1473,3.8126272912423627
1659,92,2.891304347826087
1662,209,2.8086124401913874
1666,138,2.5652173913043477
1668,290,2.7655172413793103
1669,310,3.390322580645161
1683,1893,3.652403592181722
1685,83,2.8674698795180724
1686,953,3.0954879328436515
1687,4572,3.032589676290464
1694,3026,3.64738929279577
1695,200,3.45
1698,49,2.6530612244897958
1702,3849,2.421667965705378
1708,15,1.8
1710,22,1.8636363636363635
1711,4712,3.1674448217317486
1713,2267,2.7781208645787383
1716,28,2.642857142857143
1721,32238,3.199454060425585
1722,11907,3.1079197110943144
1725,142,3.4859154929577465
1730,1754,3.6026225769669327
1731,749,1.7156208277703604
1734,1854,3.887810140237325
1742,26,2.1538461538461537
1748,11759,3.6666383195849988
1752,1700,2.6658823529411766
1754,3738,3.4015516318887107
1756,476,2.6407563025210083
1757,449,3.643652561247216
1759,371,3.6954177897574123
1765,22,2.227272727272727
1770,205,2.795121951219512
1771,352,2.6392045454545454
1772,2803,2.4263289332857654
1785,1280,3.371875
1787,22,3.227272727272727
1791,497,2.8993963782696177
1793,121,2.5785123966942147
1795,54,2.9444444444444446
1796,37,2.5135135135135136
1797,1859,3.839160839160839
1809,1046,3.8164435946462714
1814,236,3.3559322033898304
1816,713,2.7812061711079945
1822,169,1.7928994082840237
1825,202,2.633663366336634
1829,278,3.0575539568345325
1837,488,2.5737704918032787
1844,637,3.6985871271585555
1845,2417,3.647083160943318
1850,104,2.9615384615384617
1851,14,2.642857142857143
1855,796,2.1959798994974875
1858,1286,3.073094867807154
1861,104,3.1923076923076925
1866,1703,2.958308866705813
1872,73,3.1095890410958904
1873,2702,3.6310140636565507
1877,47,2.4468085106382977
1879,242,3.43801652892562
1880,283,3.452296819787986
1882,7373,2.2203987522039874
1884,7852,3.5711920529801326
1890,65,2.7846153846153845
1892,4181,3.2688352068883044
1896,274,3.0875912408759123
1899,87,2.9770114942528734
1900,712,3.904494382022472
1906,249,3.0642570281124497
1908,42,2.5714285714285716
1912,7885,3.6035510462904248
1914,2727,3.768976897689769
1916,2978,3.5496977837474817
1919,868,3.063364055299539
1923,24582,3.397404604995525
1925,323,3.6594427244582044
1928,162,3.0246913580246915
1929,735,3.6653061224489796
1930,72,2.75
1931,1901,3.843766438716465
1935,920,3.7793478260869566
1937,551,3.511796733212341
1943,532,3.1635338345864663
1944,2941,3.893573614416865
1945,5644,4.068214032600992
1946,1299,3.8498845265588915
1947,8492,3.6701601507300987
1950,3449,3.9739054798492317
1951,2174,3.565317387304508
1952,6302,3.912567438908283
1962,8317,3.606107971624384
1963,2314,3.8578219533275715
1965,6176,3.5182966321243523
1969,2176,2.297794117647059
1972,1416,2.086864406779661
1977,1246,2.0947030497592296
1982,6325,3.433201581027668
1984,1060,1.8
1988,305,2.0098360655737704
1992,1189,2.1480235492010094
1997,13359,3.6203308630885545
1998,1022,1.8033268101761253
2002,8832,3.0706521739130435
2010,5437,3.881736251609343
2014,1848,2.975108225108225
2018,7257,3.411464792614028
2019,11611,4.167169063818792
2024,816,3.2450980392156863
2033,1415,3.0996466431095406
2039,64,2.625
2042,2413,2.4989639452963117
2043,1118,3.2057245080500896
2047,157,2.872611464968153
2048,1563,3.330134357005758
2053,4509,1.9736083388777999
2055,212,2.693396226415094
2056,175,3.32
2058,8680,3.4741935483870967
2059,3048,3.039041994750656
2062,435,3.0804597701149423
2065,3925,3.610955414012739
2066,1082,4.0046210720887245
2069,1128,3.773049645390071
2071,1386,3.727272727272727
2072,3220,2.948757763975155
2075,594,3.708754208754209
2077,1055,3.448341232227488
2079,139,3.179856115107914
2080,10062,3.496124031007752
2085,7784,3.311793422404933
2091,1196,2.8285953177257523
2092,1813,2.3364589078874793
2095,786,2.7480916030534353
2098,468,2.786324786324786
2104,302,3.2317880794701987
2107,2143,2.402706486234251
2121,1915,2.6741514360313317
2125,5655,3.519363395225464
2128,236,3.2457627118644066
2129,71,3.352112676056338
2131,481,3.7775467775467777
2132,3083,3.975673045734674
2138,2803,3.6157688191223687
2139,4574,3.6095321381722782
2141,4551,3.2375302131399692
2143,3100,3.1896774193548385
2147,1312,2.5541158536585367
2152,751,1.8801597869507323
2154,1062,2.603578154425612
2156,60,3.1
2165,985,3.166497461928934
2168,511,2.9921722113502933
2173,786,3.4834605597964376
2174,19988,3.3360016009605764
2175,112,3.3660714285714284
2186,5154,4.054132712456345
2199,67,3.1641791044776117
2200,89,2.606741573033708
2206,1424,3.836376404494382
2210,552,3.635869565217391
2214,71,2.8028169014084505
2215,81,2.9012345679012346
2220,31,2.7419354838709675
2222,20,1.85
2231,6759,3.58795679834295
2232,6090,3.428735632183908
2233,53,2.7358490566037736
2234,56,2.5535714285714284
2235,32,2.40625
2236,1817,3.359933957072097
2237,400,3.56
2240,1577,3.3747622067216234
2249,1784,3.072309417040359
2251,8,2.375
2253,3724,2.592373791621912
2254,10,3.0
2255,481,2.582120582120582
2257,124,2.7580645161290325
2261,1104,3.23731884057971
2265,661,1.9228441754916792
2266,1265,2.7992094861660077
2271,527,3.146110056925996
2272,897,3.4336677814938685
2274,12,2.5
2280,877,3.282782212086659
2287,1528,3.43651832460733
2288,8557,3.682248451560126
2290,989,3.4256825075834176
2291,21394,3.5864728428531363
2292,174,2.810344827586207
2293,84,3.3214285714285716
2295,507,3.380670611439842
2300,6461,3.811793839962854
2301,4313,3.4785532112218873
2304,104,3.3365384615384617
2305,207,3.550724637681159
2307,202,2.613861386138614
2308,35,2.657142857142857
2312,2723,3.663606316562615
2314,649,2.852080123266564
2318,4335,3.7365628604382928
2320,1728,2.9994212962962963
2323,234,3.628205128205128
2324,18156,4.055794227803481
2325,1667,2.9502099580083985
2333,4575,3.7556284153005466
2335,5823,2.7825862957238536
2336,9009,3.798867798867799
2341,289,3.176470588235294
2342,250,3.536
2353,14217,3.4137300414996132
2357,2390,4.0221757322175735
2358,119,3.327731092436975
2359,6610,3.6996974281391832
2360,2292,3.9842931937172774
2362,379,2.688654353562005
2363,2348,3.135008517887564
2364,725,2.6013793103448277
2366,6627,3.454806096272823
2367,2789,2.685550376479025
2368,423,1.6784869976359338
2376,3462,3.0696129404968224
2378,5771,2.781840235661064
2382,2292,1.7325479930191972
2384,5197,2.8774292861266115
2386,591,1.4839255499153976
2391,6514,3.632637396377034
2395,13780,3.7454281567489116
2401,2646,3.63416477702192
2402,4846,2.6568303755674783
2406,13553,3.3823507710470007
2408,1882,2.406482465462274
2410,5076,2.7882190701339638
2411,4873,2.6620151857172174
2413,4418,3.3318243549117246
2418,682,2.964809384164223
2421,5988,2.482297929191717
2422,3683,2.0211783871843605
2424,11286,3.0078858763069287
2427,8238,3.2914542364651616
2435,667,2.8950524737631183
2437,778,3.473007712082262
2443,1235,3.48582995951417
2447,2866,2.9623168178646195
2452,94,1.7340425531914894
2456,1788,2.196308724832215
2457,1354,3.3042836041358936
2458,873,2.4284077892325313
2465,240,2.191666666666667
2466,84,3.380952380952381
2468,2944,2.652513586956522
2471,5247,2.4206213074137604
2474,3278,3.3276388041488714
2476,2045,3.217114914425428
2478,6485,2.9804163454124906
2479,308,2.3603896103896105
2480,37,2.891891891891892
2483,306,3.320261437908497
2485,5498,2.8846853401236814
2486,66,2.409090909090909
2500,1021,2.544564152791381
2502,20328,3.8333333333333335
2504,1568,2.8316326530612246
2508,12,2.0
2509,161,2.8447204968944098
2510,72,2.388888888888889
2512,170,3.4941176470588236
2516,398,1.5879396984924623
2517,2186,2.936870997255261
2519,785,3.1579617834394904
2520,1501,2.9853431045969354
2521,667,2.472263868065967
2522,627,2.360446570972887
2523,239,2.594142259414226
2527,4163,3.3687244775402356
2530,2425,2.818556701030928
2532,2018,2.742814667988107
2534,89,2.191011235955056
2536,309,1.9255663430420713
2538,44,3.5454545454545454
2541,8529,3.1399929651776293
2542,15325,3.837063621533442
2543,49,2.7551020408163267
2547,9,2.7777777777777777
2549,1607,2.068450528935905
2551,1785,3.4168067226890755
2553,1429,3.348495451364591
2554,756,3.128306878306878
2560,1527,3.1440733464309103
2563,885,3.5864406779661016
2564,19,2.473684210526316
2566,277,2.1768953068592056
2572,11613,3.3353999827779215
2574,1471,2.5893949694085654
2586,168,2.642857142857143
2587,891,2.8473625140291805
2588,15,2.6666666666666665
2589,352,2.747159090909091
2591,31,2.870967741935484
2595,18,2.5
2598,3910,2.9358056265984653
2599,13756,3.6919162547252107
2602,54,2.611111111111111
2605,8202,3.0360887588393073
2610,393,3.7938931297709924
2611,1226,3.7879282218597066
2621,414,3.5483091787439616
2623,39,2.282051282051282
2629,886,2.664785553047404
2630,380,3.4973684210526317
2632,129,3.5193798449612403
2634,638,3.0360501567398117
2638,178,2.6797752808988764
2639,1205,3.0887966804979254
2641,8076,3.006810302129767
2644,2074,3.6446480231436835
2647,271,3.077490774907749
2658,43,2.8372093023255816
2660,1018,3.5972495088408643
2669,489,3.5173824130879345
2675,92,3.2717391304347827
2677,2653,3.872973991707501
2687,5158,3.348972469949593
2690,2920,3.7003424657534247
2691,602,3.463455149501661
2692,17029,3.8856069058664633
2700,17371,3.496056646134362
2710,19111,2.751452043325833
2716,29381,3.6228515026717947
2718,3038,3.0941408821593153
2719,4677,2.3515073765234122
2723,8239,2.9384634057531254
2728,5072,3.7310725552050474
2730,2463,3.6662606577344703
2731,2851,4.023851280252543
2733,299,2.351170568561873
2734,2720,3.253308823529412
2738,518,3.3494208494208495
2739,5566,3.6374416097736257
2743,93,3.3118279569892475
2751,331,2.960725075528701
2752,978,2.8517382413087935
2756,210,2.8666666666666667
2757,767,3.640156453715776
2759,2858,3.218334499650105
2760,45,3.2888888888888888
2763,11879,3.396077110867918
2769,681,3.051395007342144
2771,1589,2.9175582127123976
2772,1996,3.0390781563126255
2775,158,3.050632911392405
2777,77,2.142857142857143
2779,2307,3.4837451235370613
2781,349,3.0659025787965617
2788,5816,3.8559147180192572
2790,534,2.5187265917602994
2795,5899,3.665367011357857
2808,4065,2.427060270602706
2812,312,2.9711538461538463
2814,84,2.5
2819,3440,3.863081395348837
2820,334,3.595808383233533
2821,28,2.7857142857142856
2825,58,2.8793103448275863
2832,31,2.903225806451613
2836,1235,3.210526315789474
2837,192,3.234375
2838,27,2.814814814814815
2841,4368,3.4285714285714284
2852,1073,3.7306616961789376
2854,68,2.2205882352941178
2858,44987,4.029186209349367
2859,2192,4.057025547445256
2860,1745,2.938681948424069
2861,2312,3.0579584775086506
2862,1023,2.4379276637341154
2864,171,3.0292397660818713
2867,2023,3.255561047948591
2868,417,2.2805755395683454
2869,51,3.0392156862745097
2872,6376,3.506430363864492
2874,448,3.3080357142857144
2876,434,2.6497695852534564
2877,1682,3.001783590963139
2879,1016,3.2647637795275593
2881,7448,3.071294307196563
2883,1778,3.3863892013498313
2889,1877,3.224826851358551
2890,12045,3.4780406807804067
2894,496,2.7036290322580645
2904,147,3.54421768707483
2905,1209,3.9801488833746896
2910,53,2.7735849056603774
2911,91,3.010989010989011
2914,129,2.255813953488372
2916,20791,3.45000240488673
2918,23317,3.805163614530171
2920,1048,4.041030534351145
2923,134,3.3656716417910446
2925,805,3.965217391304348
2930,93,3.5483870967741935
2932,1358,3.8718703976435935
2933,124,3.5161290322580645
2934,38,3.236842105263158
2936,1422,3.9641350210970465
2938,271,3.8081180811808117
2940,1008,3.822420634920635
2947,11240,3.619217081850534
2948,7182,3.5800612642717904
2949,7183,3.5642489210636223
2952,1783,3.62366797532249
2954,17,2.0588235294117645
2955,29,1.5517241379310345
2956,915,3.1027322404371587
2959,40106,4.081932877873635
2961,1852,2.826673866090713
2962,460,3.1760869565217393
2964,223,2.991031390134529
2967,834,3.6258992805755397
2978,997,2.8204613841524573
2980,17,1.9411764705882353
2984,137,3.627737226277372
2985,14157,3.1862682771773683
2995,2882,2.421235253296322
3010,324,3.441358024691358
3015,1031,3.2550921435499514
3020,6313,3.4408363693964836
3022,2224,4.052607913669065
3023,30,3.033333333333333
3028,928,3.564655172413793
3031,348,2.1379310344827585
3034,4525,3.538121546961326
3037,4033,3.906521200099182
3040,2021,3.108362196932212
3043,221,1.5520361990950227
3044,3845,3.6868660598179455
3048,332,2.4427710843373496
3049,233,3.072961373390558
3056,111,2.864864864864865
3058,61,2.098360655737705
3061,1656,3.774154589371981
3064,442,2.0972850678733033
3065,40,2.925
3066,1950,3.584102564102564
3068,2383,3.796055392362568
3069,238,3.630252100840336
3072,7458,3.568382944489139
3073,168,3.3095238095238093
3075,1119,3.7372654155495977
3085,34,2.676470588235294
3087,5293,3.3404496504817685
3089,3186,4.0301318267419965
3092,135,3.5703703703703704
3094,653,3.7044410413476263
3096,655,3.8625954198473282
3101,9759,3.2963418383031047
3103,404,3.027227722772277
3109,341,3.06158357771261
3110,200,3.295
3114,22770,3.706280193236715
3118,378,3.4047619047619047
3119,70,2.8857142857142857
3126,66,3.212121212121212
3129,1748,3.59324942791762
3131,18,3.0555555555555554
3135,1481,3.791357191087103
3136,39,2.6923076923076925
3137,127,3.15748031496063
3140,109,3.55045871559633
3144,249,3.032128514056225
3145,1144,3.2561188811188813
3149,57,2.280701754385965
3151,18,2.5555555555555554
3154,48,3.2083333333333335
3155,3403,3.2920952101087275
3156,3644,2.9050493962678376
3160,11684,3.7261211913728176
3162,93,2.3440860215053765
3163,1548,3.6098191214470283
3166,88,1.6022727272727273
3168,5328,3.582394894894895
3174,7718,3.407748121274942
3182,944,3.8220338983050848
3183,202,3.4158415841584158
3189,1754,3.417901938426454
3190,1020,2.193137254901961
3191,5,2.6
3192,143,3.5944055944055946
3194,1159,3.381363244176014
3197,1221,3.0663390663390664
3198,4483,3.8168637073388356
3202,122,3.4918032786885247
3205,173,3.3121387283236996
3215,64,3.15625
3218,164,3.0792682926829267
3224,648,3.9212962962962963
3230,497,3.5714285714285716
3233,12,2.75
3238,1254,2.2910685805422646
3244,1451,3.558235699517574
3245,167,3.6167664670658684
3249,2591,2.981860285604014
3256,8961,3.4928021426180114
